De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     ,total enrolment,male,female,fsme,free school meals,Protestant,% Protestant,Catholic,% Catholic,Other Christian / non-Christian / no religion / unknown,% Other Christian / non-Christian / no religion / unknown
5032208,Ballylifford Primary School,142 BALLINDERRY BRIDGE ROAD,COOKSTOWN,BT800AY,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,65,38,27,18,27.70%,0,0,64,98.5,1,1.5
5032262,Lissan Primary School,6 CLAGGAN ROAD,COOKSTOWN,BT809XE,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,125,67,58,23,18.40%,0,0,125,100,0,0
5032306,"St Malachy's Primary School, Glencull",107 OMAGH ROAD,DUNGANNON,BT702DB,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,58,36,22,*,,0,0,58,100,0,0
5032387,Derrylatinee Primary School,50 DERRYLATINEE ROAD,DUNGANNON,BT701PS,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,79,40,39,14,17.70%,0,0,79,100,0,0
5032463,Blessed Patrick O'loughran Primary School,136 OLD CAULFIELD ROAD,DUNGANNON,BT703NQ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,85,49,36,33,38.80%,0,0,85,100,0,0
5032558,Laghey Primary School,5 TAMNAMORE ROAD,DUNGANNON,BT716RJ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,91,43,48,15,16.50%,0,0,91,100,0,0
5032585,Edendork Primary School,181 COALISLAND ROAD,DUNGANNON,BT714DP,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,317,152,165,81,25.60%,0,0,312,98.4,5,1.6
5032591,Roan St Patrick's Primary School,114 KILLYLISS ROAD,DUNGANNON,BT701LE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,121,58,63,13,10.70%,*,*,#,#,*,*
5032592,"St Mary's Primary School, Lisbuoy",16 LISNAGOWAN ROAD,DUNGANNON,BT703LH,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,80,39,41,26,32.50%,*,*,#,#,*,*
5032624,"St Macartan's Primary School, Clogher",4 BALLAGH ROAD,CLOGHER,BT760HE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,61,27,34,13,21.30%,0,0,60,98.4,1,1.6
5032678,"St Patrick's Primary School, Donaghmore",16 POMEROY ROAD,DUNGANNON,BT703HG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,208,104,104,51,24.50%,0,0,203,97.6,5,2.4
5032692,"St Mary's Primary School, Stewartstown",22 WEST STREET,STEWARTSTOWN,BT715HT,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,88,49,39,35,39.80%,0,0,87,98.9,1,1.1
5032697,"St Patrick's Primary School, Aughadarragh",32 AUGHADARRAGH ROAD,AUGHER,BT770ET,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,78,38,40,10,12.80%,0,0,77,98.7,1,1.3
5032698,"St Brigid's Primary School, Mountjoy",166 MOUNTJOY ROAD,COALISLAND,BT715DY,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,128,61,67,26,20.30%,0,0,128,100,0,0
5032699,"St Mary's Primary School, Dunamore",40 DUNNAMORE ROAD,COOKSTOWN,BT809NT,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,189,92,97,58,30.70%,0,0,187,98.9,2,1.1
5032703,"St Peters' Primary School, Moortown",24 ARDBOE ROAD,COOKSTOWN,BT800HT,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,195,98,97,56,28.70%,0,0,194,99.5,1,0.5
5032713,Derrychrin Primary School,30 DRUMENNY ROAD,COOKSTOWN,BT800BX,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,159,81,78,37,23.30%,*,*,#,#,0,0
5032714,"Holy Family Primary School, Aughamullan",88 COOLE ROAD,DUNGANNON,BT715DR,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,64,36,28,18,28.10%,0,0,59,92.2,5,7.8
5032715,"St John's Primary School, Moy",15 BENBURB ROAD,DUNGANNON,BT717SQ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,188,85,103,28,14.90%,0,0,179,95.2,9,4.8
5032717,"St Patrick's Primary School, Mullinahoe",75 MULLANAHOE ROAD,DUNGANNON,BT715AU,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,232,112,120,61,26.30%,0,0,232,100,0,0
5032727,"St Brigid's Primary School, Augher",11 DUNROE ROAD,AUGHER,BT770ED,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,17,10,7,*,,0,0,17,100,0,0
5032729,"St John's Primary School, Kingisland",56 REENADERRY ROAD,DUNGANNON,BT714QN,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,134,67,67,41,30.60%,0,0,134,100,0,0
5032734,"St Mary's Primary School, Cabra",10 WHITES ROAD,DUNGANNON,BT703AN,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,199,106,93,63,31.70%,0,0,198,99.5,1,0.5
5032735,"St Mary's Primary School, Ballygawley",1 WHITEBRIDGE ROAD,BALLYGAWLEY,BT702JH,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,119,63,56,19,16.00%,*,*,114,95.8,*,*
5032736,"St Mary's Primary School, Fivemiletown",70 COLEBROOKE ROAD,FIVEMILETOWN,BT750SA,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,28,16,12,6,21.40%,0,0,26,92.9,2,7.1
5033003,"St Paul's Primary School, Cabra",35 BALLYKEEL ROAD,NEWRY,BT345RH,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,84,37,47,16,19.00%,*,*,#,#,0,0
5033004,"St Mary's Primary School, Rathfriland",57 DOWNPATRICK STREET,NEWRY,BT345DQ,Primary,Catholic Maintained,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,116,48,68,36,31.00%,0,0,113,97.4,3,2.6
5033006,"St Michael's Primary School, Finnis",145 RATHFRILAND ROAD,DROMORE,BT252EE,Primary,Catholic Maintained,LAGAN VALLEY,NEWRY MOURNE AND DOWN,Rural,76,38,38,13,17.10%,0,0,74,97.4,2,2.6
5033011,"St Mary's Primary School, Dechomet",6 CLOSKELT ROAD,CASTLEWELLAN,BT319QE,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,83,45,38,22,26.50%,*,*,77,92.8,#,#
5033025,"St Patrick's Primary School, Ballymaghery",13 CASTLEWELLAN ROAD,NEWRY,BT345UY,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,327,169,158,95,29.10%,*,*,#,#,0,0
5033324,"St Patrick's Primary School, Derrynaseer",3 AGHALEE ROAD,CRAIGAVON,BT670AR,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,102,56,46,23,22.50%,0,0,100,98,2,2
5036000,"St Colman's Primary School, Dromore",47 GALLOWS STREET,DROMORE,BT251BD,Primary,Catholic Maintained,LAGAN VALLEY,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,106,59,47,22,20.80%,0,0,101,95.3,5,4.7
5036001,"St Mary's Primary School, Glassdrumman",277 GLASSDRUMMAN ROAD,NEWRY,BT344QN,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,35,19,16,14,40.00%,0,0,35,100,0,0
5036006,"St Mary's Primary School, Derrymore",20A DERRYMORE ROAD,CRAIGAVON,BT670BW,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,167,81,86,16,9.60%,*,*,#,#,*,*
5036009,"St Mary's Primary School, Derrytrasna",191 DERRYTRASNA ROAD,CRAIGAVON,BT666NR,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,103,48,55,7,6.80%,0,0,99,96.1,4,3.9
5036031,"St Patrick's Primary School, Loup",119 RUSKEY ROAD,MAGHERAFELT,BT457TS,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,166,78,88,23,13.90%,0,0,163,98.2,3,1.8
5036033,"St Joseph's Primary School, Galbally",7 LURGYLEA ROAD,DUNGANNON,BT702NX,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,221,114,107,56,25.30%,0,0,221,100,0,0
5036043,"St Mary's Primary School, Banbridge",31 REILLY PARK,BANBRIDGE,BT323DJ,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,509,262,247,126,24.80%,8,1.6,481,94.5,20,3.9
5036047,"St Patrick's Primary School, Annaghmore",10 ANNAGHMORE ROAD,DUNGANNON,BT714QZ,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,233,115,118,78,33.50%,0,0,231,99.1,2,0.9
5036057,"St Malachy's Primary School, Drumullan",75 MONEYHAW ROAD,MAGHERAFELT,BT457XR,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,56,32,24,15,26.80%,0,0,56,100,0,0
5036061,"St Colman's Primary School, Annaclone",24 MONTEITH ROAD,BANBRIDGE,BT325LS,Primary,Catholic Maintained,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,206,100,106,32,15.50%,0,0,200,97.1,6,2.9
5036064,"St Malachy's Primary School, C'croppan",3 CHAPEL ROAD,NEWRY,BT357HF,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,319,165,154,94,29.50%,0,0,317,99.4,2,0.6
5036087,"St Mary's Primary School, Mullaghbawn",17 MAPHONER ROAD,NEWRY,BT359TP,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,314,155,159,79,25.20%,0,0,311,99,3,1
5036099,"St Patrick's Primary School, Cullyhanna",TULLYNAVALL ROAD,NEWRY,BT350PZ,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,223,106,117,105,47.10%,0,0,223,100,0,0
5036101,St Brendan's Primary School,MOYRAVERTY,CRAIGAVON,BT655HS,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,464,241,223,166,35.80%,0,0,437,94.2,27,5.8
5036108,"St Joseph's Primary School, Killeenan",13 CLOUGHFIN ROAD,COOKSTOWN,BT809JB,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,108,49,59,49,45.40%,0,0,107,99.1,1,0.9
5036110,"St Joseph's Primary School, Bessbrook",28 CONVENT HILL,NEWRY,BT357AW,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,364,208,156,153,42.00%,0,0,361,99.2,3,0.8
5036118,"St Mary's Primary School, Pomeroy",5 CAVANAKEERAN ROAD,DUNGANNON,BT702RD,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,181,102,79,60,33.10%,0,0,181,100,0,0
5036120,"St Patrick's Primary School, Moneymore",9 SPRINGHILL ROAD,MAGHERAFELT,BT457NG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,74,37,37,38,51.40%,0,0,74,100,0,0
5036121,St Jarlath's Primary School,89 CHARLEMONT ROAD,DUNGANNON,BT717HH,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,176,97,79,38,21.60%,*,*,170,96.6,*,*
5036122,Jonesborough Primary School,54 THE VILLAGE,NEWRY,BT358HR,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,108,60,48,33,30.60%,0,0,108,100,0,0
5036130,St Laurence O'Toole's Primary School,41 MAIN STREET,BELLEEK,BT357PH,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,61,26,35,33,54.10%,0,0,61,100,0,0
5036136,"Sacred Heart Primary School, Rock",TULLYODONNELL ROAD,DUNGANNON,BT703JE,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,115,62,53,26,22.60%,*,*,#,#,*,*
5036173,"St John the Baptist Primary School, Portadown",250 GARVAGHY ROAD,CRAIGAVON,BT621EB,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,444,224,220,168,37.80%,*,*,424,95.5,#,#
5036180,"St Oliver Plunkett's Primary School, Ballyhegan",14 BALLYHEGAN ROAD,LOUGHGALL,BT618PX,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,107,46,61,18,16.80%,0,0,107,100,0,0
5036363,"St Mary's Primary School, Aughnacloy",CALEDON ROAD,AUGHNACLOY,BT696AJ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,103,49,54,25,24.30%,0,0,100,97.1,3,2.9
5036400,"St Colman's Primary School, Bann",10 DRUMNASCAMPH ROAD,CRAIGAVON,BT636DU,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,126,63,63,23,18.30%,0,0,113,89.7,13,10.3
5036409,"St Ronan's Primary School, Newry",ASHGROVE AVENUE,NEWRY,BT341PR,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,397,203,194,57,14.40%,*,*,384,96.7,#,#
5036433,"St Malachy's Primary School, Carnagat",11 MARTINS LANE,NEWRY,BT358PJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,300,145,155,177,59.00%,*,*,292,97.3,#,#
5036457,"St Francis' Primary School, Aghaderg",24 DONARD VIEW ROAD,BANBRIDGE,BT323LN,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,168,77,91,33,19.60%,0,0,163,97,5,3
5036463,"St Joseph's Primary School, Caledon",14 DERRYCOURTNEY ROAD,CALEDON,BT684UF,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,41,17,24,12,29.30%,0,0,41,100,0,0
5036504,"St Patrick's Primary School, Dungannon",KILLYMAN ROAD,DUNGANNON,BT716DE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban,855,405,450,251,29.40%,0,0,826,96.6,29,3.4
5036545,"St Colmans' Primary School, Kilkeel",5 GREENCASTLE ROAD,NEWRY,BT344DE,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,223,121,102,108,48.40%,*,*,209,93.7,#,#
5036567,"Holy Trinity Primary School, Cookstown",44 FAIRHILL ROAD,COOKSTOWN,BT808AG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Urban,682,337,345,211,30.90%,*,*,665,97.5,#,#
5036572,"St Colman's Primary School, Saval",43 SHEEPTOWN ROAD,NEWRY,BT342LA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,198,102,96,42,21.20%,0,0,197,99.5,1,0.5
5036583,"St Dallan's Primary School, Warrenpoint",20 CLONALLAN ROAD,WARRENPOINT,BT343RP,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,506,249,257,159,31.40%,*,*,475,93.9,#,#
5036586,Presentation Primary School,THOMAS STREET,CRAIGAVON,BT623AH,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,282,148,134,128,45.40%,0,0,271,96.1,11,3.9
5036590,Primate Dixon Primary School,4 SCHOOL LANE,COALISLAND,BT714NW,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Urban,533,269,264,226,42.40%,0,0,517,97,16,3
5036595,"St Peter's Primary School, Collegelands",90 COLLEGELANDS ROAD,DUNGANNON,BT716SW,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,150,80,70,37,24.70%,0,0,150,100,0,0
5036598,"Our Lady's Primary School, Tullysaran",12 MILLTOWN ROAD,DUNGANNON,BT717NJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,165,85,80,26,15.80%,*,*,#,#,*,*
5036605,"St Patrick's Primary School, Drumgreenagh",40 LONGSTONE HILL,NEWRY,BT345BT,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,76,37,39,20,26.30%,0,0,76,100,0,0
5036610,St Francis' of  Assisi Primary School,24 MADDEN ROW,KEADY,BT603RW,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,170,81,89,68,40.00%,*,*,156,91.8,#,#
5036622,"St John's Primary School, Middletown",14 RATHTRILLICK ROAD,ARMAGH,BT604HT,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,196,98,98,36,18.40%,*,*,#,#,*,*
5036633,"St Francis' Primary School, Lurgan",28 FRANCIS STREET,LURGAN,BT666DL,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,813,406,407,235,28.90%,0,0,808,99.4,5,0.6
5036634,"St Clare's Abbey Primary School, Newry",1 HIGH STREET,NEWRY,BT341HD,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,500,241,259,171,34.20%,0,0,470,94,30,6
5036639,Our Lady's and St Mochua's Primary School,91 DERRYNOOSE ROAD,KEADY,BT603EZ,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,187,100,87,46,24.60%,0,0,187,100,0,0
5036673,St Bronagh's Primary School,42 CHURCH STREET,ROSTREVOR,BT343BB,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,187,86,101,55,29.40%,0,0,186,99.5,1,0.5
5036675,St Joseph's and St James' Primary School,34 CHAPEL STREET,NEWRY,BT356SY,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,137,63,74,25,18.20%,0,0,136,99.3,1,0.7
5046137,Seagoe Primary School,83 SEAGOE ROAD,PORTADOWN,BT635HS,Primary,Other Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,360,214,146,40,11.10%,261,72.5,25,6.9,74,20.6
5046241,Drelincourt Infants School,23A BALLINAHONE AVENUE,ARMAGH,BT601EE,Primary,Other Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,26,17,9,12,46.20%,7,26.9,8,30.8,11,42.3
5046597,Bunscoil an Iuir,74 KILMOREY STREET,NEWRY,BT342DH,Primary,Other Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,89,40,49,36,40.40%,*,*,83,93.3,#,#
5046637,Gaelscoil U? Neill,104 WASHINGBAY ROAD,COALISLAND,BT714PU,Primary,Other Maintained,MID ULSTER,MID ULSTER,Rural,181,99,82,81,44.80%,0,0,180,99.4,1,0.6
5046692,Gaelscoil Na mBeann,139A NEWCASTLE ROAD,KILKEEL,BT344NL,Primary,Other Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,54,23,31,23,42.60%,*,*,#,#,*,*
5046695,Gaelscoil Aodha Rua,97 DONAGHMORE ROAD,DUNGANNON,BT701HD,Primary,Other Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban,106,49,57,34,32.10%,0,0,106,100,0,0
5046699,Gaelscoil Eoghain,32 CHAPEL STREET,COOKSTOWN,BT808QD,Primary,Other Maintained,MID ULSTER,MID ULSTER,Urban,102,52,50,21,20.60%,0,0,101,99,1,1
5056013,Kilbroney Integrated Primary School,15 CLOUGHMORE ROAD,NEWRY,BT343EL,Primary,Controlled Integrated,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,155,79,76,63,40.60%,27,17.4,92,59.4,36,23.2
5066540,Bridge Integrated Primary School,BALLYGOWAN ROAD,BANBRIDGE,BT323EL,Primary,GMI,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,413,219,194,118,28.60%,184,44.6,176,42.6,53,12.8
5066553,Portadown Integrated Primary School,1 KERNAN ROAD,PORTADOWN,BT635RR,Primary,GMI,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,359,174,185,72,20.10%,79,22,127,35.4,153,42.6
5066554,Windmill Integrated Primary School,30 OLD EGLISH ROAD,DUNGANNON,BT717BE,Primary,GMI,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban,248,133,115,109,44.00%,55,22.2,117,47.2,76,30.6
5066578,Saints & Scholars Int Primary School,KILLUNEY PARK,ARMAGH,BT619HG,Primary,GMI,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,239,124,115,54,22.60%,59,24.7,91,38.1,89,37.2
5066657,Phoenix Integrated Primary School,80 FOUNTAIN STREET,COOKSTOWN,BT808QF,Primary,GMI,MID ULSTER,MID ULSTER,Urban,215,103,112,81,37.70%,60,27.9,116,54,39,18.1
5620263,Royal School,COLLEGE HILL,ARMAGH,BT619DG,prep dept,Voluntary,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,56,32,24,*,,41,73.2,6,10.7,9,16.1
