"Reference","Institution_Name","Address_1","Address_2","Address_3","Town_Name","County_Name","Postcode","Telephone","Email","Institution_Type","Management_Type","Latitude","Longitude","Irish_Grid_Reference_X","Irish_Grid_Reference_Y","Current_Approved_Enrolment","Current_Approved_Admissions","Latest_Year_Data","Primary_Reception_Pupil","Number_Year_1","Number_Year_2","Number_Year_3","Number_Year_4","Number_Year_5","Number_Year_6","Number_Year_7","Number_Year_8","Number_Year_9","Number_Year_10","Number_Year_11","Number_Year_12","Number_Year_13","Number_Year_14","Number_Year_15","Number_of_FTE_Staff","Pupil_Teacher_Ratio"
"5AB0192","Little People Pre-School Centre","Ninemile Road","Newtownhamilton","","NEWRY","DOWN","BT35 0HN","30878841","littlepeople7@hotmail.co.uk","VP Pre-schools","Other","54.19528","-6.57747","292895","328301","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0525","Little Rainbows Early Years","189a Glen Road","","","MAGHERA","LONDONDERRY","BT46 5JN","7964 4264","","VP Pre-schools","Other","54.84736","-6.719","282336","400707","","","2015","","","","","","","","","","","","","","","","","",""
"2AB0316","Little Rascals Community Playgroup","Drumsurn Road","Drumsurn","","LIMAVADY","LONDONDERRY","BT49 0PX","7776 7501","","VP Pre-schools","Other","54.99063","-6.8638","272776","416495","","","2015","","","","","","","","","","","","","","","","","",""
"4CA0613","Little Rays Day Nursery","3 Main Street","","","MOIRA","DOWN","BT67 0LE","2892619001","","VP Pre-schools","Other","54.47814","-6.23169","314672","360292","","","2015","","","","","","","","","","","","","","","","","",""
"4CA0623","Little Rays Day Nursery","102 Queensway","Lambeg","","LISBURN","ANTRIM","BT27 4QP","028 9260 4562","","VP Pre-schools","Other","54.53183","-6.02898","327643","366617","","","2015","","","","","","","","","","","","","","","","","",""
"3CA0271","Little Robins Pre-School","Inver Lodge","7 Whitla's Brae","","LARNE","ANTRIM","BT40 3BY","2828267624","","VP Pre-schools","Other","54.84778","-5.8285","339531","402163","","","2015","","","","","","","","","","","","","","","","","",""
"2AB0340","Little Smarties Pre-School","Gilaroo Centre","3a Gilaroo Court","Garrison","ENNISKILLEN","FERMANAGH","BT93 4ER","6865 9873","","VP Pre-schools","Other","54.41493","-8.09011","194198","351819","","","2015","","","","","","","","","","","","","","","","","",""
"4BB0470","Little Sunbeams' Playgroup","c/o St Mary's Primary School","27 Old Grand Jury Road","Saintfield","BALLYNAHINCH","DOWN","BT24 7JD","97510758","","VP Pre-schools","Other","54.45311","-5.8265","341019","358243","","","2015","","","","","","","","","","","","","","","","","",""
"2AB0407","Little Treasures Playgroup","1 Moher Road","Lismonaghan","KINAWLEY","ENNISKILLEN","FERMANAGH","BT92 4BB","6634 9644 / 02866348799","","VP Pre-schools","Other","54.22653","-7.64937","222917","330901","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0210","Little Villagers Playgroup","Mossfield Playing Fields","Springhill Road","Glenanne","ARMAGH","ARMAGH","BT60 2LF","37507326","littlevill_glenanne@hotmail.com","VP Pre-schools","Other","54.24051","-6.50447","297553","333433","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0534","Little Wombles Cross Community Playgroup","Above Library","20 High Street","DRAPERSTOWN","MAGHERAFELT","LONDONDERRY","BT45 7AA","7962 9055 / 07766446088","","VP Pre-schools","Other","54.79398","-6.78193","278397","394693","","","2015","","","","","","","","","","","","","","","","","",""
"3010745","Loanends Primary School","192 SEVENMILE STRAIGHT","NUTTS CORNER","","CRUMLIN","ANTRIM","BT29 4YR","028 9443 2314","info@loanends.crumlin.ni.sch.uk","Primary school","Controlled","54.66345","-6.10564","322286","381130","203","29","2015","0","29","30","29","32","27","25","24","","","","","","","","","8.71","22.5"
"5AB0198","Lollipop Playgroup","The Torrent Complex","Hillview Avenue","Donaghmore","DUNGANNON","TYRONE","BT70 3DL","8776 7556","lollipopplaygroup@hotmail.co.uk","VP Pre-schools","Other","54.53327","-6.8125","276922","365638","","","2015","","","","","","","","","","","","","","","","","",""
"2010380","Londonderry Model Primary School","NORTHLAND ROAD","","","LONDONDERRY","LONDONDERRY","BT48 7HJ","028 7126 2188","info@model.londonderry.ni.sch.uk","Primary school","Controlled","55.00224","-7.32775","243067","417403","380","54","2015","0","45","39","36","44","42","41","37","","","","","","","","","15.6","20.13"
"4016004","Londonderry Primary School","2A GLENBROOK ROAD","","","NEWTOWNARDS","DOWN","BT23 4EY","028 9181 4325","info@lderryps.newtownards.ni.sch.uk","Primary school","Controlled","54.59888","-5.70131","348607","374723","368","53","2015","0","53","53","54","61","58","53","52","","","","","","","","","16.37","23.46"
"3010466","Longstone Primary School","82 CARNEARNEY ROAD","AHOGHILL","","BALLYMENA","ANTRIM","BT42 2PN","028 2587 8223","info@longstoneps.ballymena.ni.sch.uk","Primary school","Controlled","54.82809","-6.42162","301486","398952","73","10","2015","0","5","0","7","7","2","1","12","","","","","","","","","2.37","14.34"
"4316273","Longstone Special School","MILLAR'S LANE","DUNDONALD","","BELFAST","ANTRIM","BT16 2DA","028 9048 0071","info@longstone.belfast.ni.sch.uk","Special school","Controlled","54.58633","-5.79359","342688","373135","","","2015","","","","","","","","","","","","","","","","","25","6.38"
"2036475","Longtower Primary School","BISHOP STREET","","","LONDONDERRY","LONDONDERRY","BT48 6QQ","028 7126 1484","info@longtower.derry.ni.sch.uk","Primary school","Roman Catholic Maintained","54.99306","-7.32765","243083","416381","605","86","2015","0","47","36","29","30","33","35","28","","","","","","","","","12","22.33"
"3420034","Loreto College","CASTLEROCK ROAD","","","COLERAINE","LONDONDERRY","BT51 3JZ","028 7034 3611","info@loretocollege.coleraine.ni.sch.uk","Secondary (grammar) school","Voluntary","55.13951","-6.68982","283601","433263","800","120","2015","","","","","","","","","121","121","123","117","117","104","104","0","50.31","16.04"
"2420065","Loreto Grammar School","JAMES STREET","","","OMAGH","TYRONE","BT78 1DL","028 8224 3633","info@loretogs.omagh.ni.sch.uk","Secondary (grammar) school","Voluntary","54.60003","-7.30908","244703","372640","890","125","2015","","","","","","","","","127","126","126","124","126","135","116","0","56","15.71"
"2032724","Loughash Primary School","53 AGHAFAD ROAD","DONEMANA","","STRABANE","TYRONE","BT82 0QG","028 7139 8557","info@loughashps.strabane.ni.sch.uk","Primary school","Roman Catholic Maintained","54.85686","-7.22566","249779","401287","56","8","2015","0","9","4","7","2","5","5","3","","","","","","","","","2","17.5"
"5AA0421","Loughbrickland Pre-School","Aghaderg Road","Loughbrickland","","BANBRIDGE","DOWN","BT32 4LA","7766365240","sharonhoneyford@yahoo.co.uk","VP Pre-schools","Other","54.31224","-6.29685","310895","341724","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0332","Loughgall Playgroup","Ballygasey Road","Loughgall","","LOUGHGALL","ARMAGH","BT61 8HY","7592337850","loughgallplaygroup@hotmail.com","VP Pre-schools","Other","54.40765","-6.61076","290257","351895","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0259","Loughgiel Early Years","The Millennium Centre","38 Lough Road","Loughgiel","BALLYMENA","ANTRIM","BT44 9JN","2764 1800","","VP Pre-schools","Other","55.06113","-6.30825","308144","425061","","","2015","","","","","","","","","","","","","","","","","",""
"4AB0279","Loughinisland Playgroup","35 Loughinisland Road","","","DOWNPATRICK","DOWN","BT30 8PZ","4481 1160","","VP Pre-schools","Other","54.33776","-5.82431","341558","345410","","","2015","","","","","","","","","","","","","","","","","",""
"4056710","Loughries Integrated Primary School","2 BALLYBLACK ROAD","","","NEWTOWNARDS","DOWN","BT23 8SR","028 9181 7528","info@loughriesips.newtownards.ni.sch.uk","Primary school","Controlled Integrated","54.5802","-5.64236","352486","372770","102","15","2015","0","10","14","7","16","10","7","11","","","","","","","","","4.19","17.92"
"5BB0597","Loughshore Playgroup","84 Maghery Road","","","DUNGANNON","TYRONE","BT71 6PA","02838851778 / 02837548324","loughshoreplaygroup@gmail.com","VP Pre-schools","Other","54.5091","-6.57176","292560","363238","","","2015","","","","","","","","","","","","","","","","","",""
"4066579","Loughview Integrated Primary School","63 CHURCH ROAD","CASTLEREAGH","","BELFAST","ANTRIM","BT6 9SA","028 9040 1347","info@loughviewintegrated.belfast.ni.sch.uk","Primary school","Grant Maintained Integrated","54.56903","-5.8757","337439","371046","406","58","2015","0","61","59","59","61","61","59","59","","","","","","","","","17.7","24.46"
"5AB0211","Lower Mourne Pre-School Playgroup","Longstone Community Hall","65-67 Longstone Road","Annalong","NEWRY","DOWN","BT34 4UZ","7821493016","lowermournepreschool@hotmail.co.uk","VP Pre-schools","Other","54.10966","-5.93294","335237","319812","","","2015","","","","","","","","","","","","","","","","","",""
"1016537","Lowwood Primary School","SHERINGHURST PARK","","","BELFAST","ANTRIM","BT15 4BL","028 9037 0094","info@lowwood.belfast.ni.sch.uk","Primary school","Controlled","54.63515","-5.92595","333972","378308","203","29","2015","0","30","28","31","28","26","22","19","","","","","","","","","11.4","20.7"
"2420287","Lumen Christi College","181 BISHOP STREET","","","LONDONDERRY","LONDONDERRY","BT48 6UJ","028 7136 2595","info@lumenchristi.derry.ni.sch.uk","Secondary (grammar) school","Voluntary","54.99065","-7.33111","242864","416111","840","120","2015","","","","","","","","","123","123","123","126","123","119","111","6","56.4","15.14"
"5410057","Lurgan College","9 COLLEGE WALK","LURGAN","","CRAIGAVON","ARMAGH","BT66 6JW","028 3832 2083","info@lurgancollege.lurgan.ni.sch.uk","Secondary (grammar) school","Controlled","54.47197","-6.34812","307142","359422","440","115","2015","","","","","","","","","0","0","0","115","105","120","112","3","30","15.17"
"5210271","Lurgan Junior High","TOBERHEWNY LANE LOWER","","","LURGAN","ARMAGH","BT66 8SU","028 3832 3243","info@lurganjuniorhigh.lurgan.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.45474","-6.32713","308548","357537","750","250","2015","","","","","","","","","228","195","192","0","0","0","0","0","40","15.37"
"5010992","Lurgan Model Primary School","BROWNLOW TERRACE","","","LURGAN","ARMAGH","BT67 9AT","028 3832 1003","info@lurganmodel.lurgan.ni.sch.uk","Primary school","Controlled","54.46767","-6.33452","308035","358964","196","28","2015","0","23","30","31","31","22","23","23","","","","","","","","","10","21"
"3AB0135","Macosquin Community Pre-school","Macosquin Community House","24 Ramsey Park","Macosquin","COLERAINE","LONDONDERRY","BT51 4NF","07811 868380","","VP Pre-schools","Other","55.10068","-6.71104","282328","428915","","","2015","","","","","","","","","","","","","","","","","",""
"3013700","Macosquin Primary School","34 DUNDERG ROAD","MACOSQUIN","","COLERAINE","LONDONDERRY","BT51 4ND","028 7034 4317","info@macosquinps.coleraine.ni.sch.uk","Primary school","Controlled","55.10025","-6.70861","282484","428870","194","28","2015","0","28","42","27","32","18","29","24","","","","","","","","","9","22.22"
"4016417","Maghaberry Primary School","17A MAGHABERRY ROAD","MOIRA","","CRAIGAVON","ARMAGH","BT67 0JE","028 9261 1529","info@maghaberryps.lisburn.ni.sch.uk","Primary school","Controlled","54.50313","-6.19361","317069","363137","227","30","2015","0","41","30","30","32","33","22","26","","","","","","","","","12.63","19.01"
"3012291","Maghera Primary School","15 STATION ROAD","","","MAGHERA","LONDONDERRY","BT46 5BS","028 7964 2130","info@magheraps.maghera.ni.sch.uk","Primary school","Controlled","54.84416","-6.66862","285579","400411","163","23","2015","0","16","15","17","12","9","17","16","","","","","","","","","5.7","17.89"
"3012267","Magherafelt Controlled Primary School","32 Castledawson Road","","","MAGHERAFELT","LONDONDERRY","BT45 6PA","028 7963 2822","info@magherafeltps.magherafelt.ni.sch.uk","Primary school","Controlled","54.75968","-6.60241","290020","391090","290","41","2015","0","33","46","45","29","36","29","34","","","","","","","","","10","25.2"
"3210035","Magherafelt High School","30 MONEYMORE ROAD","","","MAGHERAFELT","LONDONDERRY","BT45 6AF","028 7963 2385","info@magherafelthigh.magherafelt.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.75063","-6.61103","289485","390072","600","100","2015","","","","","","","","","77","105","102","97","95","39","29","0","39.5","13.77"
"3116177","Magherafelt Nursery School","32A Castledawson Road","","","MAGHERAFELT","LONDONDERRY","BT45 6PA","028 7963 2981","info@magherafeltns.magherafelt.ni.sch.uk","Nursery school","Controlled","54.75978","-6.60021","290161","391104","","","2015","","","","","","","","","","","","","","","","","3","26"
"2032473","Magheralough Primary School","48 MAGHERALOUGH ROAD","TRILLICK","","OMAGH","TYRONE","BT78 3SZ","028 8956 1595","info@magheraloughps.trillick.ni.sch.uk","Primary school","Roman Catholic Maintained","54.45482","-7.52521","230844","356360","51","7","2015","0","2","1","2","6","5","5","7","","","","","","","","","2","14"
"2AB0288","Magilligan Community Playgroup","396 Seacoast Road","Ballyscullion","","LIMAVADY","LONDONDERRY","BT49 0LA","0287775 0208","","VP Pre-schools","Other","55.13734","-6.94759","267167","432743","","","2015","","","","","","","","","","","","","","","","","",""
"2016127","Maguiresbridge Primary School","7 DRUMGOON ROAD","MAGUIRESBRIDGE","","ENNISKILLEN","FERMANAGH","BT94 4PB","028 6772 1451","info@maguiresbridgeps.enniskillen.ni.sch.uk","Primary school","Controlled","54.29525","-7.46947","234593","338623","104","15","2015","0","14","19","20","9","19","12","14","","","","","","","","","4","26.75"
"3BB0533","Maine Integrated Playgroup","93 Portglenone Road","Randalstown","","ANTRIM","ANTRIM","BT41 3EH","7525128045","","VP Pre-schools","Other","54.75704","-6.33009","307556","391179","","","2015","","","","","","","","","","","","","","","","","",""
"3066652","Maine Integrated Primary School","93 PORTGLENONE ROAD","","","RANDALSTOWN","ANTRIM","BT41 3EH","028 9447 8766","info@maineips.randalstown.ni.sch.uk","Primary school","Grant Maintained Integrated","54.75704","-6.33009","307556","391179","131","19","2015","0","15","17","17","22","15","14","11","","","","","","","","","5.2","21.35"
"3AB0575","Mallusk Community Playgroup","Academy Sports Club Grounds","82 Mallusk Road","Mallusk","NEWTOWNABBEY","ANTRIM","BT36 4QE","7742707141","","VP Pre-schools","Other","54.67923","-6.00264","328881","383070","","","2015","","","","","","","","","","","","","","","","","",""
"3056708","Mallusk Controlled Integrated Primary","84 MALLUSK ROAD","","","NEWTOWNABBEY","ANTRIM","BT36 4QE","028 9034 2038","info@malluskCIPS.newtownabbey.ni.sch.uk","Primary school","Controlled Integrated","54.67892","-6.00336","328836","383035","132","19","2015","0","1","0","8","1","0","0","2","","","","","","","","","2","6"
"1260294","Malone Integrated College","45 FINAGHY ROAD","","","BELFAST","ANTRIM","BT10 OJB","028 9038 1988","info@malonecollege.belfast.ni.sch.uk","Secondary (non-grammar) school","Grant Maintained Integrated","54.56626","-5.98026","330686","370538","800","130","2015","","","","","","","","","92","58","92","94","121","88","46","0","41","14.41"
"1AA0423","Malone Nursery School","The Kings Hall Complex","Lisburn Road","Balmoral","BELFAST","ANTRIM","BT9 6GW","O7803167969","simplymemalone@yahoo.co.uk","VP Pre-schools","Other","54.56749","-5.96766","331497","370699","","","2015","","","","","","","","","","","","","","","","","",""
"1016498","Malvern Primary School","25-35 FORSTER STREET","","","BELFAST","ANTRIM","BT13 1HW","028 9024 3803","info@malvern.belfast.ni.sch.uk","Primary school","Controlled","54.60666","-5.94371","332918","375104","336","48","2015","0","14","11","11","12","21","14","15","","","","","","","","","6","16.33"
"5011687","Maralin Village Primary School","2 STEPS ROAD","MAGHERALIN","","CRAIGAVON","ARMAGH","BT67 0QZ","028 9261 1678","info@maralinvillage.magheralin.ni.sch.uk","Primary school","Controlled","54.46573","-6.25912","312928","358867","290","41","2015","0","36","38","45","45","41","39","30","","","","","","","","","11.51","26.07"
"5210083","Markethill High School","61 MOWHAN ROAD","MARKETHILL","","ARMAGH","ARMAGH","BT60 1RQ","028 3755 1270","info@markethillhigh.markethill.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.28994","-6.52152","296326","338912","465","93","2015","","","","","","","","","106","100","99","94","96","0","0","0","33","15"
"5016436","Markethill Primary School","14 MOWHAN ROAD","MARKETHILL","","ARMAGH","ARMAGH","BT60 1RQ","028 3755 1589","info@markethillps.markethill.ni.sch.uk","Primary school","Controlled","54.29477","-6.52133","296327","339449","308","44","2015","0","44","43","52","46","42","46","50","","","","","","","","","12.6","25.63"
"1136349","Matt Talbot Nursery School","NEW BARNSLEY GREEN","","","BELFAST","ANTRIM","BT12 7HS","028 9032 1997","info@matttalbotns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.5969","-5.98701","330152","373936","","","2015","","","","","","","","","","","","","","","","","2","26"
