School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6712239,Abbey Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Neath Abbey,Neath,,SA10 7ND,01792812202,442.0,18.9,24.8,92.2,4614.0,,,,,,http://www.estyn.gov.wales/provider/6712239
6712240,Melin Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,MILE END ROW,Melincryddan,Neath,,SA11 2ED,01639645414,257.0,44.8,25.3,91.3,4815.0,,,,,,http://www.estyn.gov.wales/provider/6712240
6712241,Ysgol Carreg Hir,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Road,Briton Ferry,,Neath,SA11 2ET,01639502892,407.0,39.6,20.7,88.8,4372.0,,,,,,http://www.estyn.gov.wales/provider/6712241
6712242,YGG Tregeles,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,St John’s Terrace,Neath Abbey,Neath Port Talbot,,SA10 7ND,01792966655,18.0,,,,,,,,,,http://www.estyn.gov.wales/provider/6712242
6713309,St Joseph's Catholic Primary School (Neath),671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Cook Rees Avenue,Neath,,,SA11 1UR,01639635099,116.0,33.8,22.0,91.6,5182.0,,,,,,http://www.estyn.gov.wales/provider/6713309
6713310,St Josephs Catholic Infant School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,Nursery & Infants,Roman Catholic,Water Street,Aberavon,Port Talbot,,SA12 6LF,01639882579,128.0,29.9,22.4,91.2,5138.0,,,,,,http://www.estyn.gov.wales/provider/6713310
6713311,Bryncoch CIW Primary School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Furzeland Drive,Bryncoch,Neath,,SA10 7UG,01639643359,130.0,4.3,22.7,93.8,4542.0,,,,,,http://www.estyn.gov.wales/provider/6713311
6713313,Alderman Davies CIW Primary School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St David's Street,Neath,,,SA11 3AA,01639769772,285.0,22.3,24.8,90.3,4083.0,,,,,,http://www.estyn.gov.wales/provider/6713313
6713314,St Therese's Catholic Primary School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Southdown Road,Sandfields,Port Talbot,,SA12 7HL,01639882797,227.0,34.9,22.6,90.9,4496.0,,,,,,http://www.estyn.gov.wales/provider/6713314
6713316,St Josephs Catholic Junior School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,Juniors,Roman Catholic,Nobel Avenue,Port Talbot,,,SA12 6YN,01639769743,156.0,24.0,25.9,92.0,4333.0,,,,,,http://www.estyn.gov.wales/provider/6713316
6714064,Cefn Saeson Comprehensive School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Afan Valley Road,Cimla,Neath,,SA11 3TA,01639791300,845.0,29.3,16.9,85.9,5685.0,308.9,35.1,33.6,34.8,,http://www.estyn.gov.wales/provider/6714064
6714065,Cwmtawe Community School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ffordd Parc Ynysderw,Pontardawe,Swansea,,SA8 4EG,01792863200,1115.0,19.1,16.9,89.9,5565.0,380.1,42.7,40.0,39.4,39.0,http://www.estyn.gov.wales/provider/6714065
6714066,Llangatwg Community School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Main Road,Cadoxton,Neath,,SA10 8DB,01639634700,787.0,25.5,17.4,86.3,5491.0,307.4,36.4,35.1,30.8,20.6,http://www.estyn.gov.wales/provider/6714066
6714067,Dwr Y Felin Comprehensive School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Dwr Y Felin Road,Neath,,,SA10 7RE,01639635161,1119.0,17.7,18.8,88.2,5262.0,369.3,39.9,36.7,36.3,42.6,http://www.estyn.gov.wales/provider/6714067
6714601,St Joseph's RC School and 6th Form Centre,671.0,Neath Port Talbot,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Newton Avenue,Aberavon,Port Talbot,,SA12 6EY,01639884305,901.0,34.5,18.1,86.5,5397.0,302.4,37.2,30.5,30.7,,http://www.estyn.gov.wales/provider/6714601
6715500,Ysgol Bae Baglan,671.0,Neath Port Talbot,Middle,Community,EM,English medium,Middle (ages 3-16),---, SEAWAY PARADE,Sandfields,,PORT TALBOT,SA12 7BL,01639508540,1450.0,31.2,16.5,90.1,85.4,6264.0,293.0,31.2,27.5,31.3,http://www.estyn.gov.wales/provider/6715500
6715501,Ysgol Gymraeg Ystalyfera Bro Dur,671.0,Neath Port Talbot,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Glan Yr Afon,Ystalyfera,Swansea,,SA9 2DY,01639842129,1571.0,14.8,16.6,91.2,90.0,5205.0,377.9,42.9,36.5,40.5,http://www.estyn.gov.wales/provider/6715501
6715502,Ysgol Cwm Brombil,671.0,Neath Port Talbot,Middle,Community,EM,English medium,Middle (ages 3-16),---,Bertha Road,,Margam,Port Talbot,SA13 2AN,01639760110,1409.0,29.1,18.1,91.4,87.3,5187.0,382.7,41.6,36.6,37.8,http://www.estyn.gov.wales/provider/6715502
6717006,Ysgol Maes y Coed,671.0,Neath Port Talbot,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Heol Hendre,Bryncoch,Neath,,SA10 7TY,01639643648,120.0,29096.0,,,,,,,,,http://www.estyn.gov.wales/provider/6717006
6717008,Ysgol Hendrefelin,671.0,Neath Port Talbot,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Heol Hendre,Bryncoch,Neath,,SA10 7TY,01639642786,168.0,23518.0,,,,,,,,,http://www.estyn.gov.wales/provider/6717008
6722046,Abercerdin Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Kenry Street,Evanstown,Gilfach Goch,Bridgend,CF39 8RS,01656815535,151.0,21.4,18.5,92.7,4747.0,,,,,,http://www.estyn.gov.wales/provider/6722046
6722051,Betws Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Bradford,Bettws,Bridgend,,CF32 8TB,01656815650,174.0,50.0,18.2,91.3,5046.0,,,,,,http://www.estyn.gov.wales/provider/6722051
6722055,Blaengarw Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Station Street,Blaengarw,Pontycymer,Bridgend,CF32 8BA,01656815550,171.0,32.0,23.0,92.7,4463.0,,,,,,http://www.estyn.gov.wales/provider/6722055
6722086,Brynmenyn Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Yr Ysgol,Tondu,Bridgend,,CF32 9LA,01656815850,407.0,35.4,22.1,91.8,4003.0,,,,,,http://www.estyn.gov.wales/provider/6722086
6722090,Bryntirion Infants,672.0,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,Bryngolau,Bryntirion,Bridgend,,CF31 4DD,01656815860,150.0,38.8,19.5,91.2,6300.0,,,,,,http://www.estyn.gov.wales/provider/6722090
6722103,CEFN CRIBWR PRIMARY SCHOOL,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Road,Cefn Cribbwr,Bridgend,,CF32 0AW,01656815645,158.0,29.8,13.7,93.3,5794.0,,,,,,http://www.estyn.gov.wales/provider/6722103
6722109,Coety Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol-yr-Ysgol,Coity,Bridgend,,CF35 6DH,01656754990,478.0,4.7,27.2,95.2,3629.0,,,,,,http://www.estyn.gov.wales/provider/6722109
6722117,Cwmfelin Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesteg Road,Cwmfelin,Maesteg,Bridgend,CF34 9LD,01656815525,212.0,13.5,26.2,92.5,3809.0,,,,,,http://www.estyn.gov.wales/provider/6722117
6722122,FFALDAU,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albany Road,Pontycymmer,Bridgend,,CF32 8HW,01656815870,133.0,36.1,18.8,90.3,4992.0,,,,,,http://www.estyn.gov.wales/provider/6722122
6722129,Garth Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Mission Road,Garth,Maesteg,Bridgend,CF34 0ND,01656815590,196.0,45.9,20.2,91.9,4585.0,,,,,,http://www.estyn.gov.wales/provider/6722129
6722146,Coychurch Llangrallo Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Coychurch,Bridgend,,CF35 5HN,01656815880,143.0,18.5,23.0,94.9,4201.0,,,,,,http://www.estyn.gov.wales/provider/6722146
6722149,LLANGYNWYD PRIMARY SCHOOL,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Cadrawd,Llangynwyd,Maesteg,Bridgend,CF34 9TE,01656 733166,96.0,39.7,13.8,90.2,5955.0,,,,,,http://www.estyn.gov.wales/provider/6722149
6722172,NANTYFFYLLON PRIMARY SCHOOL,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garnwen Terrace,Nantyffyllon,Maesteg,Bridgend,CF34 0ET,01656815740,220.0,31.4,22.4,92.6,4148.0,,,,,,http://www.estyn.gov.wales/provider/6722172
6722178,Nantymoel Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwendoline Street,Nantymoel,Bridgend,,CF32 7PL,01656815670,209.0,36.8,21.3,91.3,4320.0,,,,,,http://www.estyn.gov.wales/provider/6722178
6722185,Newton Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Porthcawl,Bridgend,,CF36 5BL,01656815780,174.0,19.5,18.6,92.1,4241.0,,,,,,http://www.estyn.gov.wales/provider/6722185
6722194,NOTTAGE COUNTY PRIMARY,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Suffolk Place,Porthcawl,Bridgend,,CF36 3ED,01656815540,347.0,16.5,22.7,93.3,3997.0,,,,,,http://www.estyn.gov.wales/provider/6722194
6722220,Pen-y-Bont Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Minerva Street,Bridgend,,,CF31 1TD,01656754860,344.0,35.1,23.4,91.3,3857.0,,,,,,http://www.estyn.gov.wales/provider/6722220
6722227,Pil Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pyle Inn Way,Pyle,Bridgend,,CF33 6AB,01656815630,211.0,38.9,25.6,91.7,4569.0,,,,,,http://www.estyn.gov.wales/provider/6722227
6722232,Plasnewydd Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Castle Street,Maesteg,Bridgend,,CF34 9UN,01656815770,194.0,44.4,22.1,90.8,5011.0,,,,,,http://www.estyn.gov.wales/provider/6722232
6722256,Trelales Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Well Street,Laleston,Bridgend,,CF32 0LF,01656815610,184.0,8.6,22.8,92.5,4241.0,,,,,,http://www.estyn.gov.wales/provider/6722256
6722259,Ysgol Cynwyd Sant,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pen-Yr-Ysgol,Maesteg,Bridgend,,CF34 9LN,01656815615,271.0,21.1,22.6,93.2,4464.0,,,,,,http://www.estyn.gov.wales/provider/6722259
6722275,Tynyrheol Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,TYNYRHEOL PRIMARY SCHOO,HEOL LLANGEINOR,LLANGEINOR,,CF32 8PN,01656815820,66.0,40.8,18.6,92.0,6723.0,,,,,,http://www.estyn.gov.wales/provider/6722275
6722279,CROESTY PRIMARY SCHOOL,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coychurch Road,Pencoed,Bridgend,,CF35 5LY,01656815890,192.0,21.7,23.2,94.5,4272.0,,,,,,http://www.estyn.gov.wales/provider/6722279
6722288,CORNELI PRIMARY,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656754870,253.0,41.6,21.0,90.1,4775.0,,,,,,http://www.estyn.gov.wales/provider/6722288
6722292,LLANGEWYDD JUNIOR SCHOOL,672.0,Bridgend,Primary,Community,EM,English medium,Juniors,---,Llangewydd Road,Cefn Glas,Bridgend,,CF31 4JT,01656815530,342.0,40.0,20.4,93.0,4369.0,,,,,,http://www.estyn.gov.wales/provider/6722292
6722296,Porthcawl Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Lane,Porthcawl,,,CF36 5EY,01656815660,186.0,21.9,23.3,92.0,4344.0,,,,,,http://www.estyn.gov.wales/provider/6722296
6722298,YSGOL GYMRAEG BRO OGWR,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Princess Way,Brackla,Bridgend,,CF31 2LN,01656815580,370.0,13.7,24.3,94.1,3654.0,,,,,,http://www.estyn.gov.wales/provider/6722298
6722300,CEFN GLAS INFANTS,672.0,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,St Winifred's Road,Cefn Glas,Bridgend,,CF31 4PL,01656815690,207.0,25.2,22.5,92.8,4206.0,,,,,,http://www.estyn.gov.wales/provider/6722300
6722301,WEST PARK PRIMARY,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,West Road,Nottage,Porthcawl,,CF36 3SN,01656815510,405.0,9.1,23.1,94.3,3654.0,,,,,,http://www.estyn.gov.wales/provider/6722301
6722304,Afon y Felin Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol y Parc,North Cornelly,Bridgend,,CF33 4PA,01656815750,139.0,57.7,17.5,89.3,4965.0,,,,,,http://www.estyn.gov.wales/provider/6722304
6722342,Tondu Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Street,Aberkenfig,Bridgend,,CF32 9BE,01656815720,188.0,27.2,22.1,92.9,4548.0,,,,,,http://www.estyn.gov.wales/provider/6722342
6722358,YSGOL Y FERCH O'R SGER,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656754865,131.0,25.8,16.3,92.7,4635.0,,,,,,http://www.estyn.gov.wales/provider/6722358
6722363,Ysgol Gynradd Gymraeg Calon Y Cymoedd,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bettws Road,Bettws,Bridgend,,CF32 8TB,01656815810,193.0,24.0,17.5,92.5,4771.0,,,,,,http://www.estyn.gov.wales/provider/6722363
6722367,Maes Yr Haul Broadlands,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Broadlands,Ffordd Tirion,Bridgend,,CF31 5EG,01656815600,492.0,9.3,25.9,93.8,3793.0,,,,,,http://www.estyn.gov.wales/provider/6722367
6722368,BRYNCETHIN PRIMARY,672.0,Bridgend,Primary,Community,EM,English medium,Infants & Juniors,---,Heol Canola,Bryncethin,Bridgend,,CF32 9TH,01656815840,258.0,34.0,19.1,90.8,4327.0,,,,,,http://www.estyn.gov.wales/provider/6722368
6722369,Ogmore Vale Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aber Road,Ogmore Vale,Bridgend,,CF32 7AJ,01656815640,304.0,41.4,21.3,90.0,4904.0,,,,,,http://www.estyn.gov.wales/provider/6722369
6722370,Pencoed Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,PENCOED PRIMARY SCHOOL,PENPRYSG ROAD,PENCOED,,CF35 6RH,01656815730,586.0,22.2,22.7,93.1,4193.0,,,,,,http://www.estyn.gov.wales/provider/6722370
6722371,Oldcastle Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,South Street,Bridgend,,,CF31 3ED,01656815790,431.0,10.9,22.4,94.0,3646.0,,,,,,http://www.estyn.gov.wales/provider/6722371
6722372,Brackla Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brackla way,Brackla,Bridgend,,CF31 2EZ,01656815570,343.0,28.9,25.0,94.0,4059.0,,,,,,http://www.estyn.gov.wales/provider/6722372
6722373,Caerau Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Library Road,Caerau,Maesteg,,CF34 0PA,01656815830,412.0,56.0,18.6,89.4,4942.0,,,,,,http://www.estyn.gov.wales/provider/6722373
6722374,Litchard Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garfield Avenue,Litchard,Bridgend,,CF31 1QB,01656 815685,472.0,30.1,24.4,92.4,3985.0,,,,,,http://www.estyn.gov.wales/provider/6722374
6722375,Tremains Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Channel View,Brackla,Bridgend,,CF31 2NL,01656815900,476.0,23.2,22.5,91.7,4352.0,,,,,,http://www.estyn.gov.wales/provider/6722375
6722376,Mynydd Cynffig Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pwll-Y-Gath Street,Kenfig Hill,Bridgend,,CF33 6ET,01656815710,425.0,26.8,22.1,92.8,3806.0,,,,,,http://www.estyn.gov.wales/provider/6722376
6723013,Penyfai Church in Wales,672.0,Bridgend,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Heol Eglwys,Penyfai,Bridgend,,CF31 4LX,01656815930,237.0,5.9,26.1,94.3,4175.0,,,,,,http://www.estyn.gov.wales/provider/6723013
6723311,ST. MARY`S & ST. PATRICK`S,672.0,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Monica Street,Maesteg,Bridgend,,CF34 9AY,01656815585,200.0,30.1,22.0,90.5,3928.0,,,,,,http://www.estyn.gov.wales/provider/6723311
6723315,St. Robert's RC Primary,672.0,Bridgend,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Danylan,Aberkenfig,Bridgend,,CF32 9AB,01656815515,175.0,15.3,21.8,94.2,4030.0,,,,,,http://www.estyn.gov.wales/provider/6723315
6723322,St Mary's R C Primary School,672.0,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Llangewydd Road,Bridgend,,,CF31 4JW,01656815560,257.0,10.7,26.9,93.5,3719.0,,,,,,http://www.estyn.gov.wales/provider/6723322
6723323,Archdeacon John Lewis C in W,672.0,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,C.I.W. Primary School,Brackla Way,Brackla,,CF31 2JS,01656815520,161.0,20.7,22.9,91.8,4543.0,,,,,,http://www.estyn.gov.wales/provider/6723323
6724059,Cynffig Comprehensive,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,East Avenue,Kenfig Hill,Bridgend,,CF33 6NP,01656740294,783.0,32.4,16.2,89.0,6408.0,353.0,37.9,35.6,35.3,36.3,http://www.estyn.gov.wales/provider/6724059
6724068,Bryntirion Comprehensive.,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Merlin Crescent,Cefn Glas,Bridgend,,CF31 4QR,01656 641100,1223.0,16.8,16.6,90.3,5531.0,372.6,42.0,39.6,41.5,38.9,http://www.estyn.gov.wales/provider/6724068
6724071,Maesteg Comprehensive School,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ffordd Dysgu,Maesteg,Bridgend,,CF34 0LQ,01656815950,1024.0,36.6,14.8,85.7,5776.0,351.3,36.4,30.9,30.8,32.8,http://www.estyn.gov.wales/provider/6724071
6724076,PENCOED COMPREHENSIVE,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Coychurch Road,Pencoed,Bridgend,,CF35 5LZ,01656867100,895.0,21.9,16.2,89.4,6003.0,359.6,38.2,35.0,37.1,38.2,http://www.estyn.gov.wales/provider/6724076
6724078,Brynteg  School,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ewenny Road,Bridgend,,,CF31 3ER,01656815559,1676.0,18.4,17.2,87.6,5370.0,371.3,39.8,40.3,41.1,41.8,http://www.estyn.gov.wales/provider/6724078
6724080,PORTHCAWL COMPREHENSIVE SCHOOL,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,52 Park Avenue,Porthcawl,Bridgend,,CF36 3ES,01656774100,1175.0,13.7,16.7,90.0,5459.0,400.6,46.2,42.5,43.9,41.2,http://www.estyn.gov.wales/provider/6724080
6724085,Ysgol Gyfun Gymraeg Llangynwyd,672.0,Bridgend,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Llangynwyd,Maesteg,Bridgend,,CF34 9RW,01656815700,700.0,16.9,12.9,91.1,6059.0,407.9,43.1,40.7,41.9,48.9,http://www.estyn.gov.wales/provider/6724085
6724086,Coleg Cymunedol Y Dderwen,672.0,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heol Yr Ysgol,Tondu,Bridgend,,CF32 9EL,01656815920,1291.0,29.5,17.2,87.1,5987.0,354.7,36.7,33.5,35.4,38.6,http://www.estyn.gov.wales/provider/6724086
6724601,Archbishop McGrath Catholic High School,672.0,Bridgend,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Oak Tree Way,Brackla,Bridgend,,CF31 2DN,01656815500,823.0,16.9,17.0,89.9,5506.0,385.2,42.2,38.0,43.5,3.1,http://www.estyn.gov.wales/provider/6724601
6727003,Heronsbridge Special School,672.0,Bridgend,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Ewenny Road,Bridgend,,,CF31 3HT,01656815725,266.0,31407.0,,,,,,,,,http://www.estyn.gov.wales/provider/6727003
6727012,Ysgol Bryn Castell,672.0,Bridgend,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Llangewydd Road,Cefn Glas,Bridgend,,CF32 9NZ,01656815595,173.0,24690.0,,,,,,,,,http://www.estyn.gov.wales/provider/6727012
6732109,ALBERT PRIMARY SCHOOL,673.0,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albert Road,Penarth,,,CF64 1BX,02920707682,441.0,5.0,22.4,93.9,3993.0,,,,,,http://www.estyn.gov.wales/provider/6732109
6732111,BARRY ISLAND PRIMARY SCHOOL,673.0,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clive Road,Barry Island,Barry,Vale of Glamorgan,CF62 5UZ,01446733807,239.0,20.9,20.4,92.9,4626.0,,,,,,http://www.estyn.gov.wales/provider/6732111
6732114,COGAN PRIMARY SCHOOL,673.0,The Vale of Glamorgan,Primary,Community,EM,English medium,Infants & Juniors,---,Pill Street,Cogan,Nr. Penarth,Vale of Glamorgan,CF64 2JS,02920708497,233.0,21.2,19.6,93.4,5029.0,,,,,,http://www.estyn.gov.wales/provider/6732114
