School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url,latitude,longitude
6712134,Crymlyn Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Jersey Marine,Neath,,SA10 6JJ,01792812285,127,,,,,,,,,,,51.6301605,-3.8640108
6712137,Cwmnedd Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Street,Glynneath,Neath,,SA11 5AA,01639720220,180,,,,,,,,,,,51.7469659,-3.6228762
6712138,Cymer Afan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Margam Street,Cymmer,Port Talbot,,SA13 3EE,01639850739,99,,,,,,,,,,,51.651453,-3.6529184
6712140,Godre'rgraig Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Graig Road,Godre'rgraig,Swansea,,SA9 2NY,01792860048,114,,,,,,,,,,,51.74647239999999,-3.8097243
6712142,Eastern Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Incline Row,Taibach,Port Talbot,,SA13 1TT,01639882819,156,,,,,,,,,,,51.5852654,-3.767814599999999
6712144,Gnoll Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wellfield Avenue,Neath,,,SA11 1AQ,01639642938,349,,,,,,,,,,,51.6581987,-3.8001376
6712148,Glyncorrwg Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bridge Street,Glyncorrwg,Port Talbot,,SA13 3BB,01639850323,100,,,,,,,,,,,51.6790196,-3.6269471
6712149,YGG Gwaun Cae Gurwen,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,New Road,Gwaun Cae Gurwen,Ammanford,,SA18 1UN,01269822238,183,,,,,,,,,,,51.7937005,-3.8805041
6712150,Catwg Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Cadoxton,Neath,,SA10 8BL,01639642731,199,,,,,,,,,,,51.6734117,-3.7961572
6712155,Maesmarchog Community Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Dyffryn Cellwen,Neath,,SA10 9LB,01639700228,92,,,,,,,,,,,51.7767591,-3.6637707
6712158,YGG Rhosafan,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Marine Drive,Sandfields,Port Talbot,,SA12 7NN,01639896338,384,,,,,,,,,,,51.5992276,-3.8211621
6712161,Sandfields Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lilian Street,Aberavon,Port Talbot,,SA12 6AJ,01639882355,256,,,,,,,,,,,51.5959175,-3.7981374
6712168,YGG Castell-nedd,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Woodland,Castell-Nedd,,,SA11 3AL,01639637701,404,,,,,,,,,,,51.661278,-3.7989016
6712173,Croeserw Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Siriol,Cymmer,Port Talbot,,SA13 3PL,01639850265,143,,,,,,,,,,,51.6452064,-3.6352491
6712175,Tywyn Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Channel View,Sandfields,Port Talbot,,SA12 6JF,01639790883,444,,,,,,,,,,,51.590263,-3.8074287
6712178,Llangiwg Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Ynysmeudwy,Pontardawe,Swansea,SA8 4PJ,01792863274,103,,,,,,,,,,,51.7273576,-3.8417631
6712181,Tonnau Primary Community School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Tonna,Neath,,SA11 3EJ,01639637062,211,,,,,,,,,,,51.674046,-3.7774857
6712187,Ynysfach Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Resolven,Neath,,,SA11 4AB,01639710238,157,,,,,,,,,,,51.7089224,-3.693427099999999
6712191,Blaenbaglan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-Ty-Canol,Baglan,Port Talbot,,SA12 8YF,01639769775,290,,,,,,,,,,,51.6211316,-3.7972551
6712200,Rhos Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Neath Road,Rhos,Swansea,,SA8 3EB,01792862177,148,,,,,,,,,,,51.71378619999999,-3.8297331
6712202,YGG Blaendulais,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Blaendulais,Castell Nedd,,,SA10 9AA,01639700342,99,,,,,,,,,,,51.7657254,-3.7117019
6712203,Rhydyfro Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waun Penlan,Pontardawe,Swansea,,SA8 3BB,01792862200,154,,,,,,,,,,,51.7336015,-3.8615107
6712205,YGG Cwm Nedd,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,New Street,Glynneath,Neath,,SA11 5AA,01639720530,129,,,,,,,,,,,51.74677819999999,-3.6223043
6712206,Tairgwaith Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llwyncelyn Road,Tairgwaith,Ammanford,,SA18 1UU,01269823258,97,,,,,,,,,,,51.79178100000001,-3.8642235
6712208,YGG Trebannws,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Swansea Road,Trebannws,Swansea,,SA8 4BL,01792864004,90,,,,,,,,,,,51.7107363,-3.865074599999999
6712218,YGG Pontardawe,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Alltacham Drive,Pontardawe,Abertawe,,SA8 4JR,01792862136,330,,,,,,,,,,,51.7263374,-3.853403
6712221,Waunceirch Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dwr Y Felin Road,Waunceirch,Neath,,SA10 7RW,01639636084,179,,,,,,,,,,,51.6722708,-3.821444
6712230,Cilffriw Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Cilfrew,Neath,,SA10 8LF,01639630816,168,,,,,,,,,,,51.6812975,-3.7812607
6712231,YGG Tyle'r Ynn,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llansawel Crescent,Briton Ferry,Castell Nedd,,SA11 2UN,01639812229,272,,,,,,,,,,,51.64405319999999,-3.822037599999999
6712232,Coed Hirwaun Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cwrt y Carw,Margam,Port Talbot,,SA13 2TS,01656747830,174,,,,,,,,,,,51.5478452,-3.704558
6712233,Coedffranc Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stanley Road,Skewen,Neath,,SA10 6LP,01792813504,390,,,,,,,,,,,51.6600504,-3.8436875
6712234,Pen Afan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Western Terrace,Blaengwynfi,Port Talbot,,SA13 3YE,01639850316,99,,,,,,,,,,,51.65477929999999,-3.5996731
6712235,Awel Y Mor Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd yr Ysgol,Sandfields,Port Talbot,,SA12 6TP,01639875100,333,,,,,,,,,,,51.5972787,-3.8110321
6712236,Crynallt Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Afan Valley Road,Cimla,Neath,,SA11 3AZ,01639635256,406,,,,,,,,,,,51.6527511,-3.7850019
6712237,Cwmafan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ty'r Owen Row,Cwmavon,Port Talbot,,SA12 9BB,01639869312,405,,,,,,,,,,,51.61396999999999,-3.7630042
6712238,Central Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Theodore Road,Port Talbot,,,SA13 1SF,01639882866,444,,,,,,,,,,,51.5890587,-3.7731278
6712239,Abbey Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Neath Abbey,Neath,,SA10 7ND,01792812202,442,,,,,,,,,,,51.6616259,-3.8313736
6712240,Melin Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,MILE END ROW,Melincryddan,Neath,,SA11 2ED,01639645414,257,,,,,,,,,,,51.6516759,-3.8137586
6712241,Ysgol Carreg Hir,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Road,Briton Ferry,,Neath,SA11 2ET,01639502892,407,,,,,,,,,,,51.6428617,-3.8149023
6712242,YGG Tregeles,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,St John’s Terrace,Neath Abbey,Neath Port Talbot,,SA10 7ND,01792966655,18,,,,,,,,,,,51.66155149999999,-3.8342039
6713309,St Joseph's Catholic Primary School (Neath),671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Cook Rees Avenue,Neath,,,SA11 1UR,01639635099,116,,,,,,,,,,,51.6543232,-3.7988466
6713310,St Josephs Catholic Infant School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,Nursery & Infants,Roman Catholic,Water Street,Aberavon,Port Talbot,,SA12 6LF,01639882579,128,,,,,,,,,,,51.5954027,-3.7895329
6713311,Bryncoch CIW Primary School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Furzeland Drive,Bryncoch,Neath,,SA10 7UG,01639643359,130,,,,,,,,,,,51.6849087,-3.8180994
6713313,Alderman Davies CIW Primary School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St David's Street,Neath,,,SA11 3AA,01639769772,285,,,,,,,,,,,51.6622922,-3.802149
6713314,St Therese's Catholic Primary School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Southdown Road,Sandfields,Port Talbot,,SA12 7HL,01639882797,227,,,,,,,,,,,51.5984852,-3.815452099999999
6713316,St Josephs Catholic Junior School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,Juniors,Roman Catholic,Nobel Avenue,Port Talbot,,,SA12 6YN,01639769743,156,,,,,,,,,,,51.5995582,-3.7946938
6714064,Cefn Saeson Comprehensive School,671,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Afan Valley Road,Cimla,Neath,,SA11 3TA,01639791300,845,,,,,,,,,,,51.649319,-3.7746593
6714065,Cwmtawe Community School,671,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ffordd Parc Ynysderw,Pontardawe,Swansea,,SA8 4EG,01792863200,1115,,,,,,,,,,,51.71579020000001,-3.8536085
6714066,Llangatwg Community School,671,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Main Road,Cadoxton,Neath,,SA10 8DB,01639634700,787,,,,,,,,,,,51.67847279999999,-3.7853136
6714067,Dwr Y Felin Comprehensive School,671,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Dwr Y Felin Road,Neath,,,SA10 7RE,01639635161,1119,,,,,,,,,,,51.6659793,-3.8130415
6714601,St Joseph's RC School and 6th Form Centre,671,Neath Port Talbot,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Newton Avenue,Aberavon,Port Talbot,,SA12 6EY,01639884305,901,,,,,,,,,,,51.5990006,-3.7937268
6715500,Ysgol Bae Baglan,671,Neath Port Talbot,Middle,Community,EM,English medium,Middle (ages 3-16),---, SEAWAY PARADE,Sandfields,,PORT TALBOT,SA12 7BL,01639508540,1450,,,,,,,,,,,51.610116,-3.819792799999999
6715501,Ysgol Gymraeg Ystalyfera Bro Dur,671,Neath Port Talbot,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Glan Yr Afon,Ystalyfera,Swansea,,SA9 2DY,01639842129,1571,,,,,,,,,,,51.7641625,-3.7830965
6715502,Ysgol Cwm Brombil,671,Neath Port Talbot,Middle,Community,EM,English medium,Middle (ages 3-16),---,Bertha Road,,Margam,Port Talbot,SA13 2AN,01639760110,1409,,,,,,,,,,,51.5726089,-3.7522296
6717006,Ysgol Maes y Coed,671,Neath Port Talbot,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Heol Hendre,Bryncoch,Neath,,SA10 7TY,01639643648,120,,,,,,,,,,,51.6878031,-3.8194882
6717008,Ysgol Hendrefelin,671,Neath Port Talbot,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Heol Hendre,Bryncoch,Neath,,SA10 7TY,01639642786,168,,,,,,,,,,,51.6875349,-3.8191074
6722046,Abercerdin Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Kenry Street,Evanstown,Gilfach Goch,Bridgend,CF39 8RS,01656815535,151,,,,,,,,,,,51.59531279999999,-3.4792693
6722051,Betws Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Bradford,Bettws,Bridgend,,CF32 8TB,01656815650,174,,,,,,,,,,,51.5679855,-3.5880596
6722055,Blaengarw Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Station Street,Blaengarw,Pontycymer,Bridgend,CF32 8BA,01656815550,171,,,,,,,,,,,51.62435,-3.5875682
6722086,Brynmenyn Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Yr Ysgol,Tondu,Bridgend,,CF32 9LA,01656815850,407,,,,,,,,,,,51.5452935,-3.5878546
6722090,Bryntirion Infants,672,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,Bryngolau,Bryntirion,Bridgend,,CF31 4DD,01656815860,150,,,,,,,,,,,51.5094153,-3.602279
6722103,CEFN CRIBWR PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Road,Cefn Cribbwr,Bridgend,,CF32 0AW,01656815645,158,,,,,,,,,,,51.531562,-3.649172
6722109,Coety Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol-yr-Ysgol,Coity,Bridgend,,CF35 6DH,01656754990,478,,,,,,,,,,,51.5221773,-3.5505074
6722117,Cwmfelin Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesteg Road,Cwmfelin,Maesteg,Bridgend,CF34 9LD,01656815525,212,,,,,,,,,,,51.5935887,-3.6425579
6722122,FFALDAU,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albany Road,Pontycymmer,Bridgend,,CF32 8HW,01656815870,133,,,,,,,,,,,51.6099739,-3.581456
6722129,Garth Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Mission Road,Garth,Maesteg,Bridgend,CF34 0ND,01656815590,196,,,,,,,,,,,51.6003563,-3.6400656
6722146,Coychurch Llangrallo Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Coychurch,Bridgend,,CF35 5HN,01656815880,143,,,,,,,,,,,51.5075998,-3.5254634
6722149,LLANGYNWYD PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Cadrawd,Llangynwyd,Maesteg,Bridgend,CF34 9TE,01656 733166,96,,,,,,,,,,,51.5865602,-3.635719
6722172,NANTYFFYLLON PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garnwen Terrace,Nantyffyllon,Maesteg,Bridgend,CF34 0ET,01656815740,220,,,,,,,,,,,51.6194747,-3.6627433
6722178,Nantymoel Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwendoline Street,Nantymoel,Bridgend,,CF32 7PL,01656815670,209,,,,,,,,,,,51.6180783,-3.5376343
6722185,Newton Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Porthcawl,Bridgend,,CF36 5BL,01656815780,174,,,,,,,,,,,51.4823785,-3.6935154
6722194,NOTTAGE COUNTY PRIMARY,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Suffolk Place,Porthcawl,Bridgend,,CF36 3ED,01656815540,347,,,,,,,,,,,51.4831347,-3.7064537
6722220,Pen-y-Bont Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Minerva Street,Bridgend,,,CF31 1TD,01656754860,344,,,,,,,,,,,51.5087354,-3.5743357
6722227,Pil Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pyle Inn Way,Pyle,Bridgend,,CF33 6AB,01656815630,211,,,,,,,,,,,51.5301716,-3.6917137
6722232,Plasnewydd Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Castle Street,Maesteg,Bridgend,,CF34 9UN,01656815770,194,,,,,,,,,,,51.61003299999999,-3.6586844
6722256,Trelales Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Well Street,Laleston,Bridgend,,CF32 0LF,01656815610,184,,,,,,,,,,,51.5049496,-3.623452599999999
6722259,Ysgol Cynwyd Sant,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pen-Yr-Ysgol,Maesteg,Bridgend,,CF34 9LN,01656815615,271,,,,,,,,,,,51.6041786,-3.6610475
6722275,Tynyrheol Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,TYNYRHEOL PRIMARY SCHOO,HEOL LLANGEINOR,LLANGEINOR,,CF32 8PN,01656815820,66,,,,,,,,,,,51.5761493,-3.5679391
6722279,CROESTY PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coychurch Road,Pencoed,Bridgend,,CF35 5LY,01656815890,192,,,,,,,,,,,51.5191215,-3.5025617
6722288,CORNELI PRIMARY,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656754870,253,,,,,,,,,,,51.5211035,-3.7044871
6722292,LLANGEWYDD JUNIOR SCHOOL,672,Bridgend,Primary,Community,EM,English medium,Juniors,---,Llangewydd Road,Cefn Glas,Bridgend,,CF31 4JT,01656815530,342,,,,,,,,,,,51.5116984,-3.607031
6722296,Porthcawl Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Lane,Porthcawl,,,CF36 5EY,01656815660,186,,,,,,,,,,,51.4859142,-3.691506999999999
6722298,YSGOL GYMRAEG BRO OGWR,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Princess Way,Brackla,Bridgend,,CF31 2LN,01656815580,370,,,,,,,,,,,51.5133444,-3.5674706
6722300,CEFN GLAS INFANTS,672,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,St Winifred's Road,Cefn Glas,Bridgend,,CF31 4PL,01656815690,207,,,,,,,,,,,51.5133859,-3.5912772
6722301,WEST PARK PRIMARY,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,West Road,Nottage,Porthcawl,,CF36 3SN,01656815510,405,,,,,,,,,,,51.4916299,-3.7070986
6722304,Afon y Felin Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol y Parc,North Cornelly,Bridgend,,CF33 4PA,01656815750,139,,,,,,,,,,,51.52599679999999,-3.703431
6722342,Tondu Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Street,Aberkenfig,Bridgend,,CF32 9BE,01656815720,188,,,,,,,,,,,51.54058800000001,-3.600287999999999
6722358,YSGOL Y FERCH O'R SGER,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656754865,131,,,,,,,,,,,51.5219928,-3.7034304
6722363,Ysgol Gynradd Gymraeg Calon Y Cymoedd,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bettws Road,Bettws,Bridgend,,CF32 8TB,01656815810,193,,,,,,,,,,,51.5686225,-3.5887543
6722367,Maes Yr Haul Broadlands,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Broadlands,Ffordd Tirion,Bridgend,,CF31 5EG,01656815600,492,,,,,,,,,,,51.5031008,-3.6016349
6722368,BRYNCETHIN PRIMARY,672,Bridgend,Primary,Community,EM,English medium,Infants & Juniors,---,Heol Canola,Bryncethin,Bridgend,,CF32 9TH,01656815840,258,,,,,,,,,,,51.5418842,-3.5734711
6722369,Ogmore Vale Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aber Road,Ogmore Vale,Bridgend,,CF32 7AJ,01656815640,304,,,,,,,,,,,51.60707679999999,-3.542878
6722370,Pencoed Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,PENCOED PRIMARY SCHOOL,PENPRYSG ROAD,PENCOED,,CF35 6RH,01656815730,586,,,,,,,,,,,51.5278895,-3.4960895
6722371,Oldcastle Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,South Street,Bridgend,,,CF31 3ED,01656815790,431,,,,,,,,,,,51.5017765,-3.5780844
6722372,Brackla Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brackla way,Brackla,Bridgend,,CF31 2EZ,01656815570,343,,,,,,,,,,,51.5091879,-3.5639601
6722373,Caerau Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Library Road,Caerau,Maesteg,,CF34 0PA,01656815830,412,,,,,,,,,,,51.6353531,-3.6557685
6722374,Litchard Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garfield Avenue,Litchard,Bridgend,,CF31 1QB,01656 815685,472,,,,,,,,,,,51.5236586,-3.5791142
6722375,Tremains Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Channel View,Brackla,Bridgend,,CF31 2NL,01656815900,476,,,,,,,,,,,51.5084865,-3.552029
6722376,Mynydd Cynffig Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pwll-Y-Gath Street,Kenfig Hill,Bridgend,,CF33 6ET,01656815710,425,,,,,,,,,,,51.5328965,-3.6810419
6723013,Penyfai Church in Wales,672,Bridgend,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Heol Eglwys,Penyfai,Bridgend,,CF31 4LX,01656815930,237,,,,,,,,,,,51.5246582,-3.5965576
